file,coverage,peak_comp,stack_comp,compression_time,peak_decomp,stack_decomp,decompression_time,compressed_size,plain_size
cere,3,4188985597,6291456,11.33,1537615292,6291456, 2.04,136209718,461286644
cere,4,3690298296,6291456,11.53,1076337204,6291456, 2.09,155308392,461286644
cere,5,3413526313,6291456,10.73,922586811,6291456, 1.58,140185153,461286644
cere,6,3229011676,6291456,10.06,830358738,6291456, 1.53,125449190,461286644
cere,7,3097215492,6291456, 9.86,768971051,6291456, 1.24,122662437,461286644
cere,8,2998368364,6291456, 9.71,725470096,6291456, 1.20,121438344,461286644
cere,9,2921487260,6291456, 9.47,694388613,6291456, 1.10,122545756,461286644
cere,15,2675467725,6291456,10.29,761204652,6291456, 1.64,260470381,461286644
cere,30,2490953232,6291456, 9.80,792903070,6291456, 1.47,314587038,461286644
cere,60,2398696184,6291456, 8.83,837001444,6291456, 1.04,367111940,461286644
cere-gcis-ef, 0, 0, 0, 0, 0,0, 0,20482239,461286644
cere-gcis-s8b, 0, 0, 0, 0, 0,0, 0,17331549,461286644
