file,coverage,peak_comp,stack_comp,compression_time,peak_decomp,stack_decomp,decompression_time,compressed_size,plain_size
influenza,3,1397818548,6291456, 3.55,515990104,6291456, 0.52,,
influenza,4,1238473584,6291456, 3.25,361184972,6291456, 0.39,,
influenza,5,1145588459,6291456, 3.23,309638294,6291456, 0.32,,
influenza,6,1083665040,6291456, 3.15,278701984,6291456, 0.29,,
influenza,7,1039434040,6291456, 3.20,258169692,6291456, 0.27,,
influenza,8,1006260796,6291456, 3.21,243804748,6291456, 0.29,,
influenza,9,980459367,6291456, 3.24,233974485,6291456, 0.29,,
influenza,15,897894909,6291456, 3.22,211146441,6291456, 0.26,,
influenza,30,835971624,6291456, 3.02,211229726,6291456, 0.29,,
influenza,60,805010120,6291456, 2.81,236263588,6291456, 0.27,,
influenza-gcis-ef, 0, 0, 0, 0, 0,0, 0,,
influenza-gcis-s8b, 0, 0, 0, 0, 0,0, 0,,
